"","date","titles","Views_final"
"403",2018-08-20,"27mm Panoptic",113
"404",2018-08-20,"Edmund Scientific Co. 15mm RKE - LNIB",75
"405",2018-08-20,"Meade 25mm Series 3000 Plossl 1.25"" Taiwan",74
"406",2018-08-20,"Pentax 7mm XL - Excellent",88
"407",2018-08-20,"Lot of Orion Sirius, Orion Expanse, Sterling, etc - FREE SHIP",318
"408",2018-08-20,"Tele Vue 7mm DeLite, Excellent Condition",132
"409",2018-08-20,"[Reduced] Leica HC plan 10x/25 eyepiece",82
"410",2018-08-19,"Vintage Celestron 25mm Ortho pair",125
"411",2018-08-19,"Vintage Meade 25mm Ortho",140
"412",2018-08-19,"University Optics flat-top and VT Konigs",256
"413",2018-08-19,"32mm Super Plossl 1.25"" eyepiece",99
"414",2018-08-19,"Celestron 8-24 Zoom 1.25"" eyepiece",122
"415",2018-08-19,"Binoviewer pair of Knight OWL 20mm Plossl eyepieces",52
"416",2018-08-19,"Pentax Ortho EP",191
"417",2018-08-19,"REDUCED - Televue 21mm Ethos",250
"418",2018-08-19,"Explore Scientific ES 100 9mm Argon-purged 100-degree Eyepiece",91
"419",2018-08-19,"William Optics 12.5mm SPL eyepiece",59
"420",2018-08-19,"Zeiss, Takahashi and Pentax .956"" eyepieces",77
"421",2018-08-18,"15mm TeleVue Panoptic",279
"422",2018-08-18,"Explore Scientific 2"" 40mm 68° Series Eyepiece",125
"423",2018-08-18,"Nikon NAV HW 17 /14",111
"424",2018-08-18,"Meade UWA 14 mm - Excellent Shape - $175",166
"425",2018-08-18,"20mm Nagler Type 5",123
"426",2018-08-18,"Meade 14mm Series 4000 UWA Japan 2"" in ROUGH condition",84
"427",2018-08-18,"15mm Panoptic",46
"428",2018-08-18,"WANTED: Meade Series 2 Ortho Eyepieces",49
"429",2018-08-18,"Lower $: MEADE 25mm MA – Excellent Condition!",52
"430",2018-08-18,"Zeiss E-PL 10x/20 Eyepiece pair",105
"431",2018-08-18,"Zeiss E-PL 10x/20 eyepiece pair. Excellent Optics!",99
"432",2018-08-18,"Carl Zeiss PL 10x18 25mm Aspherics EP pair",80
"433",2018-08-17,"21mm Ethos",153
"434",2018-08-17,"Meade Series 4000 UWA 6.7mm",121
"435",2018-08-17,"Televue 7mm Nagler type 6 Price reduced Sold",221
"436",2018-08-17,"Televue 8-24mm Click-Stop Eyepiece",183
"437",2018-08-17,"Televue 17.3mm Delos NEW",100
"438",2018-08-17,"Explore Scientific 2X Tele Compressor/Barlow Like New",137
"439",2018-08-17,"Meade HD60 25mm WP Like New",115
"440",2018-08-17,"Wanted   5mm TV Nagler T6",35
"441",2018-08-17,"Plossls, Plossls - TOO MANY PLOSSLS!! Cheap with FREE SHIP!",490
"442",2018-08-17,"Televue Nagler 4.8mm",152
"443",2018-08-16,"TeleVue Ethos SX 3.7mm 110 degree FOV",112
"444",2018-08-16,"Orion Q70 32mm 2"" Eyepiece - REDUCED",113
"445",2018-08-16,"NAGLER 20mm T5",40
"446",2018-08-16,"Teleview 4.8mm Nager EP - $90",130
"447",2018-08-16,"REDUCED Televue 8mm Radian EP - 115.00",195
"448",2018-08-16,"Meade 26mm Super Plossl & Prism Diagonal",117
"449",2018-08-16,"1.25"" 19mm Wide-Angle Kellner",65
"450",2018-08-16,"Carton 1.25"" 8mm Plossl Eyepiece",48
"451",2018-08-16,"Garrett Optical 38mm 2"" SWA  $60",88
"452",2018-08-16,"Nikon 7mm ortho Eyepiece",96
"453",2018-08-16,"Astro-Physics Super Planetary Eyepieces",273
"454",2018-08-15,"Criterion Vintage Zoom Eyepiece 8.4mm - 21mm in excellent condition",130
"455",2018-08-15,"Explore Scientific 100 Degree 20mm",112
"456",2018-08-15,"Orthos",255
"457",2018-08-15,"UWA Series 5000 Meade 24mm REDUCED",123
"458",2018-08-15,"Meade 20mm wide angle Erfle 1.25""",162
"459",2018-08-15,"Televue Ethos 13mm 2” / 1.25” Ethos 100 degree eyepiece",186
"460",2018-08-15,"Celestron Eyepiece Set w/ Aluminum Case",155
"461",2018-08-14,"Vintage Japanese 30MM Orion Ultrascan.",108
"462",2018-08-14,"6mm TV Ethos for sale",139
"463",2018-08-14,"FS: TeleVue 5mm DeLite",100
"464",2018-08-14,"Almost gone! *Like New* Explore Scientific 82/68 Degree Eyepieces",413
"465",2018-08-14,"Orion 15mm Expanse 66* AFOV",85
"466",2018-08-14,"GSO 2"" Barlow 2x Lens",74
"467",2018-08-14,"Explore Scientific 8.8mm 82 Degree Eyepiece",111
"468",2018-08-14,"Baader Hyperion Mark III",116
"469",2018-08-14,"Meade 20mm Super Plossl",67
"470",2018-08-13,"Baader MK lV 8-24 Zoom",129
"471",2018-08-13,"Criterion R. 50mm",104
"472",2018-08-13,"Celestron Ultima Japan Complete Set",265
"473",2018-08-13,"Explore Scientific 24mm 68* Eyepiece",139
"474",2018-08-13,".965 3 eyepiece kit H20, H12.5, H6MM",71
"475",2018-08-13,"Televue 24mm Panoptic",121
"476",2018-08-13,"Celestron .965 30 kellner and 1.25"" Ultima 30",132
"477",2018-08-13,"Meade Series 4000 EPs-lot of 4 - Reduced",299
"478",2018-08-13,"Meade 1.25"" I-R 9mm plossl w lower cap JAPAN",65
"479",2018-08-13,"MEADE RESEARCH GRADE 7MM ORTHOSCOPIC WITH BOX",154
"480",2018-08-13,"Celestron 8mm-24mm Zoom eyepiece",98
"481",2018-08-13,"WTB 6mm Ethos",33
"482",2018-08-13,"CIRCLE T CELESTRON .965 4MM ORTHOSCOPIC JAPAN",96
"483",2018-08-12,"Celestron Luminos Logo Covers",101
"484",2018-08-12,"Antares 15mm (Ultima) Plossl",107
"485",2018-08-12,"Televue 8mm Plossl Eyepiece",78
"486",2018-08-12,"Explore Scientific 100* AFOV 20mm N2  Waterproof Eyepiece",223
"487",2018-08-12,"Celestron Eyepiece and Filter Kit",178
"488",2018-08-12,"Explore Scientific 24mm 1.25"" 68degree Argon Purged EP",201
"489",2018-08-12,"Parks 25mm Gold",138
"490",2018-08-12,"Orion volcano top 18mm orthoscopic",144
"491",2018-08-11,"Meade 32mm 1.25"" Super Plossl JAPAN - Nice!",232
"492",2018-08-11,"Televue Nagler 9mm Type 1",161
"493",2018-08-11,"Tele Vue 7mm Nagler",52
"494",2018-08-11,"Tele Vue 20mm Plossl",91
"495",2018-08-11,"TeleVue Paracorr Type 2",185
"496",2018-08-11,"FS: GSO 1.25"" 40mm Plossl (Free Shipping)",89
"497",2018-08-11,"Looking for Agena SWA 20mm 70* 1.25"" Eyepieces",58
"498",2018-08-11,"Meade 4000 Series Super Plossl 9.7mm",100
"499",2018-08-10,"Meade 5000 5-element 40mm 2"" Plossl",123
"500",2018-08-10,"TeleVue 11mm DeLite",174
"501",2018-08-10,"Beginner eyepieces, barlows; also, 1.25"" adapter",316
"502",2018-08-10,"TeleVue Ethos 4.7mm 110° Eyepiece in Mint Condition",160
"503",2018-08-10,"University Optics 12mm Konig like new w/box and caps",142
"504",2018-08-10,"TeleVue 9mm DeLite (NEW)",113
"505",2018-08-10,"Celestron 25mm SMA",61
"506",2018-08-10,"Tele Vue 2x Barlow",65
"507",2018-08-09,"Explore Scientific 4.7mm x 1.25” 82 degree eyepiece",137
"508",2018-08-09,"Televue 32mm Plossl eyepiece with TV cap",142
"509",2018-08-09,"WANTED--Televue 7mm Delite--WANTED",35
"510",2018-08-09,"Explore Scientific 34mm 68° Series (2"")",156
"511",2018-08-09,"Like New Explore Scientific (ES) 82 degree 30mm EP",168
"512",2018-08-09,"CELESTRON 1.25"" 8-24MM ZOOM EYEPIECE #93230",124
"513",2018-08-08,"Explore Scientific 18 mm 82 Degree - Opened Box - Like New",152
"514",2018-08-08,"Mk III Hyperion Zoom 8-24 mm",173
"515",2018-08-08,"Meade series 4000 15MM QX wide angle eyepiece in box",92
"516",2018-08-08,"Various Quality 1.25"" EyePieces for sale with caps",361
"517",2018-08-08,"Meade 14mm UWA 5000 Series",121
"518",2018-08-08,"Explore Scientific 32mm 62-Degree",123
"519",2018-08-08,"Carl Zeiss Abbe Ortho (ZAO) II Eyepiece Sets NOW SPLITTING UP",207
"520",2018-08-07,"Vixen HR eyepieces",282
"521",2018-08-07,"TeleVue Type 2 20mm",143
"522",2018-08-07,"Meade / Smart Astronomy $45",211
"523",2018-08-07,"Meade Series 5000 15mm Mega Wide Angle Eyepiece (2"")",62
"524",2018-08-07,"Televue Plossl 11mm eyepiece price reduced",96
"525",2018-08-07,"17mm Televue Ethos",145
"526",2018-08-07,"10mm Televue Delos",103
"527",2018-08-07,"35mm Televue Panoptic",148
"528",2018-08-07,"Imperfect Orion/Vixen LVW 17mm",186
"529",2018-08-07,"Mk III Hyperion Zoom 8-24 mm",192
"530",2018-08-06,"Pentax XL-10.5mm and XL-21mm eyepieces",196
"531",2018-08-06,"Meade 26mm Plossl",184
"532",2018-08-06,"Antares Ortho 12.5mm",145
"533",2018-08-06,"REDUCED MORE: Pentax 30mm XW eyepiece",208
"534",2018-08-06,"Two Vixen LVWs 5mm and 8mm",198
"535",2018-08-06,"Zhumell Eyepiece kit",129
"536",2018-08-06,"GSO Superview 30mm, 2"" Eyepiece",133
"537",2018-08-06,"Explore Scientific 14mm & 6.7 mm Eyepieces 82 Degrees",221
"538",2018-08-06,"TeleVue 55mm Plossl",142
"539",2018-08-06,"Clavè eyepiece 27mm",160
"540",2018-08-06,"TELEVUE 7mm DeLite (NEW)",96
"541",2018-08-06,"Meade MA 12mm Illuminate Reticle Eyepiece",109
"542",2018-08-05,"LIKE NEW 5mm Orion Stratus 68 deg Eyepiece  FREE SHIPPING!",129
"543",2018-08-05,"17 mm Nagler Type 4 - reduced",218
"544",2018-08-05,"Tele Vue 40mm Plossl",143
"545",2018-08-05,"Acuter Spotting Scope Eyepieces",63
"546",2018-08-05,"Baader Zoom Mk 4, like new condition",161
"547",2018-08-04,"Original Celestron Ultima boxes for the Ultima 12.5mm, 35mm & 42mm eyepieces",96
"548",2018-08-04,"TeleVue Radian 4mm",111
"549",2018-08-04,"Hard to find! Vixen NLV 40",52
"550",2018-08-04,"Some Plossl Eyepieces - nicely priced and  free shipping too!",377
"551",2018-08-04,"StarGuider / BST 9mm 58 degree 1.25"" eyepiece",92
"552",2018-08-04,"Celestron 23 MM Axiom LX 2"" Eyepiece",83
"553",2018-08-04,"BAADER HYPERION 13mm-INCLUDES SHIPPING",112
"554",2018-08-04,"FOR SALE or Trade My 13mm type 6 Nagler for your 5mm Type 6 Nagler",153
"555",2018-08-04,"3.4mm Vixen HR",109
"556",2018-08-04,"TV Nagler 11mm type 6",175
"557",2018-08-04,"Televue 41 MM Panoptic Eyepiece",133
"558",2018-08-04,"REDUCED Explore Scientific 20mm 68* Binoviewer PAIR",125
"559",2018-08-04,"Reduced: MEADE 6.4mm SERIES 4000 SUPER PLOSSL – Excellent!",91
"560",2018-08-04,"MEADE 32mm SERIES 4000 SUPER PLOSSL – Excellent!",88
"561",2018-08-03,"ZWO ADC",143
"562",2018-08-03,"Vintage Sirius 10mm Plossls",87
"563",2018-08-03,"Coronado CEMAX 18mm and 25mm Oculars - Excellent + Condition",62
"564",2018-08-03,"Orion 8mm Stratus Eyepiece",116
"565",2018-08-03,"Eyepieces & right angle correct image 8x50 finder",183
"566",2018-08-03,"ZWO ADC",181
"567",2018-08-03,"Celestron 10mm Ultima, excellent condition",155
"568",2018-08-03,"Meade Series 4000 8.8mm Ultra Wide Angle (Japan)",162
"569",2018-08-03,"Carl Zeiss PL 10x18 25mm Aspherics EP pair",168
"570",2018-08-03,"[Reduced]  Leica HC plan 10x/25 eyepiece",144
"571",2018-08-03,"[Reduced] Zeiss E-PL 10x/20 eyepiece pair",108
"572",2018-08-02,"UO/EO HD Orthos 7mm, 12.5mm, 25mm - Mint!",275
"573",2018-08-02,"Simmons Spotting Scope Eyepiece (52x50mm) or (60x60mm) #1232",76
"574",2018-08-02,"Simmons Spotting Scope Eyepiece (17x50mm) or (20x60mm) #1230",67
"575",2018-08-02,"27 Panoptic $205 Shipped",278
"576",2018-08-02,"Tectron 1.25"" 3 piece collimation set VERY clean",123
"577",2018-08-02,"Celestron Vixen .965"" 30mm Kellner w both caps 1992",73
"578",2018-08-02,"Tele Vue 35mm Panoptic",154
"579",2018-08-02,"Celestron Ultima 10mm, 45mm , 60mm, 80mm",156
"580",2018-08-02,"University Optics HD orthoscopics",88
"581",2018-08-01,"Astro-Tech Paradigm or Agena Starguider Dual ED 12mm",99
"582",2018-08-01,"15mm and 20mm ""Expanse"" type eyepieces",104
"583",2018-08-01,"Baader BCO 32mm Plossl (Binoview Pair)",85
"584",2018-08-01,"Tele Vue DeLite 18mm - Brand New",114
"585",2018-08-01,"Vixen LVW 22 WANTED",43
"586",2018-08-01,"Meade 8-24 zoom",123
"587",2018-08-01,"Celestron E-Lux 2"" Eyepieces - New",122
"588",2018-08-01,"Meade Plossl 15mm",100
"589",2018-08-01,"Celestron Ultima 24mm",45
"590",2018-08-01,"Parks 25mm Kellner - marked JAPAN",62
"591",2018-08-01,"Tele Vue 11mm DeLite",148
"592",2018-08-01,"Brand New Baader Hyperion 21mm Eyepiece",77
"593",2018-08-01,"Brand New Baader Morpheus 17.5mm Eyepiece",92
"594",2018-08-01,"Tele Vue Nagler 31mm Type 5 - EXC w/Orig. Box & Caps",193
"595",2018-08-01,"Celestron Reducer f/6.3",114
"596",2018-07-31,"Celestron Luminous 2"" 19mm Eyepiece For Sale",149
"597",2018-07-31,"WANTED: Baader Morpheus 9mm",51
"598",2018-07-31,"13mm RKE type eyepieces",154
"599",2018-07-31,"Meade MA12 mm eyepiece. Free shipping!!",88
"600",2018-07-31,"Celestron Ultima Duo 5mm For Sale",143
"601",2018-07-31,"Pentax SMC 8-24 Zoom",182
"602",2018-07-31,"Televue 40 Wide Field",155
"603",2018-07-31,"Like new, 4.7mm Explore Scientific 82 degree eyepiece",161
"604",2018-07-31,"Brand New Baader Hyperion 24mm",62
"605",2018-07-31,"Tele Vue 15mm Wide Field Circle NJ Japan",161
"606",2018-07-31,"Meade 14mm Series 4000 UWA Eyepiece with Bolt Case",110
"607",2018-07-31,"18mm Kellner - Japan",81
"608",2018-07-31,"Celestron 25mm Kellner 1.25"" MC - Japan",55
"609",2018-07-31,"Celestron 26mm plossl silvertop smoothie",78
"610",2018-07-31,"Tele Vue Panoptic 22mm",165
"611",2018-07-31,"Leica HC plan 10x/25 eyepiece 30mm",88
"612",2018-07-31,"Takahashi 30mm LE eypiece",93
"613",2018-07-30,"SkyWatcher 28mm LET Eyepiece",136
"614",2018-07-30,"22mm VIXEN LVW",97
"615",2018-07-30,"Televue 11 Plossel",450
"616",2018-07-30,"Vintage .965 Celestron 30mm Kellner",85
"617",2018-07-30,"Nice Meade 15mm Smoothie, Super Plossl",124
"618",2018-07-30,"twin 24mm explore scientific argon filled eyepieces; 68 degrees apparent field",133
"619",2018-07-30,"Still Looking: Meade 15mm QX Wide Angle Eyepiece",53
"620",2018-07-30,"Celestron 24mm Ultima eyepiece",160
"621",2018-07-30,"Meade QX wide angle 20 mm eyepiece",72
"622",2018-07-30,"Matched pair of 15mm GSO Superviews- $65 both",56
"623",2018-07-30,"Reduced! Tele Vue 12mm Nagler T4",119
"624",2018-07-30,"CORONADO CEMAX EYEPIECES- 25MM,  18MM,  12MM",99
"625",2018-07-30,"Baader OIII 8nm Visual Filter",90
"626",2018-07-30,"Nice Mead 12mm eyepiece",112
"627",2018-07-30,"Explore Scientific 4.7mm",240
"628",2018-07-30,"WO Swan 33mm  72 deg  2"" eyepiece  $80",114
"629",2018-07-30,"Meade eyepieces Super Plossel  4000 series 3 for $27",182
"630",2018-07-30,"Unitron 60mm Kellner (reduced)",91
"631",2018-07-30,"Meade 26mm Plossl Smoothie",111
"632",2018-07-30,"Edmund 28mm & 15mm RKE Eyepieces",217
"633",2018-07-30,"THREE MEADE SERIES 4000 SUPER PLOSSL’s – Excellent!",246
"634",2018-07-30,"VINTAGE MEADE 40MM MA EWF – Excellent Condition!",125
"635",2018-07-30,"TELEVUE 15mm 1.25” PANOPTIC – Excellent Condition!",130
"636",2018-07-30,"Vintage Volcano Top 9mm Ortho",106
"637",2018-07-30,"Qty 2 - SVBONY 1.25"" 20mm 66° Ultra Wide 5-Element",89
"638",2018-07-29,"Looking for wide angle 2"" Eyepieces",99
"639",2018-07-29,"Antares 15mm Plossl",100
"640",2018-07-29,"Vintage Circle T 20mm Erfle",132
"641",2018-07-29,"Celestron 1.25"" Ultima 30 and 15WA in boxes RARE",228
"642",2018-07-29,"Televue 31mm Nagler Type 5 Eyepiece",238
"643",2018-07-29,"Baader Morpheus 4.5 mm Mint Like New with Box Reduced",146
"644",2018-07-29,"Vintage Celestron Silver Top 26mm Plossl Vixen Japan",111
"645",2018-07-29,"16mm Meade 3000 Smoothie Plossl",94
"646",2018-07-29,"ZAO II 10 mm, 6 mm, 4 mm Factory Vacuum Sealed",205
"647",2018-07-29,"EYE PIECES AND OTHER GEAR IN HARD CASE",391
"648",2018-07-29,"7mm University Optics Volcano Top Ortho",91
"649",2018-07-29,"9mm Celestron Vintage Volcano Top Ortho",90
"650",2018-07-29,"12.5mm Circle-T Volcano Top Ortho",74
"651",2018-07-29,"26mm Agena SWA 70 Degrees",106
"652",2018-07-29,"TeleVue 12mm Nagler T2 and 7mm Nagler T1",386
"653",2018-07-28,"2 pairs of best value 1.25"" Eyepieces",240
"654",2018-07-28,"Type 1 paracorr with tuneable top",69
"655",2018-07-28,"Baader Mark III Hyperion Zoom 8-24MM",148
"656",2018-07-28,"Celestron Luminos 19mm 82° 2” EP",91
"657",2018-07-28,"REDUCED: Meade Series 4000 Eyepieces",343
"658",2018-07-28,"Explore Scentific 82 degrees 6.7mm, 11mm, 14mm",251
"659",2018-07-28,"11MM Nagler Type 1",110
"660",2018-07-28,"9mm Nagler",204
"661",2018-07-28,"Olivon Zoom Eyepiece",150
"662",2018-07-28,"Galoc 7mm Ortho Collector condition",107
"663",2018-07-28,"*Collectors*  Vintage Kellner 25mm by Celestron  *Reduced*",95
"664",2018-07-28,"17.3mm DELOS.  **Reducd**",140
"665",2018-07-27,"Celestron 17mm Halloween Plossl Excellent + (REDUCED)",101
"666",2018-07-27,"Explore Scientific 16mm 68° eyepiece",127
"667",2018-07-26,"looking for : EXPLORE SCIENTIFIC  8.8mm and 14mm  82°",92
"668",2018-07-26,"Televue Paracorr Type 1 w/ Tunable Top",197
"669",2018-07-26,"Wanted: Vixen LVW 3.5mm",35
"670",2018-07-26,"Explore Scientific 68° 28mm 2""",162
"671",2018-07-26,"Hyperion 21 mm Modular Eyepiece 68 Degree",95
"672",2018-07-26,"Hyperion 13 mm Modular Eyepiece 68 Degree",84
"673",2018-07-26,"Celestron Luminos 10mm 82 degree 2"" E.P. NEW!",105
"674",2018-07-26,"**Wanted**  UO HD ORTHO 12mm",78
"675",2018-07-26,"Docter 12.5mm",36
"676",2018-07-26,"Celestron 1.25 Eyepiece kit",128
"677",2018-07-26,"Fecker and two Jagers vintage eyepieces",158
"678",2018-07-26,"Wanted: Lunt/ APM 20mm XWA",40
"679",2018-07-26,"University Optics HD orthoscopics",52
"680",2018-07-25,"Vixen HR eyepieces",332
"681",2018-07-25,"Baader 8-24mm zoom Mark IV $250",156
"682",2018-07-25,"Burgess 6mm planetary $50",119
"683",2018-07-25,"Tele Vue 4.5mm Delos $300",137
"684",2018-07-25,"Explore Scientific 82° 8.8mm eyepiece",127
"685",2018-07-25,"Celestron 8-24mm Zoom Eyepiece - New",130
"686",2018-07-25,"Orthoscoptic 4mm Eyepiece",94
"687",2018-07-25,"Meade 32mm 4000 series eyepiece",136
"688",2018-07-25,"ES Explore Scientific 18mm 82° eyepiece",119
"689",2018-07-25,"1.25"" 16mm Konig Eyepiece",140
"690",2018-07-25,"Flawed 7mm T1 Nagler - Price Lowered!",286
"691",2018-07-24,"Apogee 30mm Wide Scan II 2"" eyepiece",132
"692",2018-07-24,"Celestron Halloween Plossls, great shape!",251
"693",2018-07-24,"13mm RKE type eyepieces",148
"694",2018-07-24,"4x 48mm (2"") Filter Rings f/Hyperion EPs",21
"695",2018-07-24,"Meade 4000 Japan 26mm Super Plossl In Box w/Bullet Case",29
"696",2018-07-24,"32mm Plossl 1.25"" EP w/Caps",42
"697",2018-07-24,"Celestron 40mm Plossl 1.25"" EP",40
"698",2018-07-24,"1.25"" diameter 28 mm (1 1/8"") focal length eyepiece Like RKE",79
"699",2018-07-24,"Explore Scientific 100 degree 9mm",78
"700",2018-07-24,"Tele Vue 5mm Nagler Type 6",52
"701",2018-07-24,"Tele Vue 9 mm Nagler Type 6",79
"702",2018-07-24,"Meade QX Wide Angle 15mm Eyepiece",74
"703",2018-07-24,"Antares W-Series 70 31mm Eyepiece",108
"704",2018-07-24,"TeleVue 12mm Nagler Type 4 Eyepiece",127
"705",2018-07-24,"Vernonscope 2"" 32mm WF eyepiece - 1 available",247
"706",2018-07-24,"Explore Scientific 2"" 100* 14 or 20mm",54
"707",2018-07-24,"Tele Vue 10mm Ethos (Brand New)",100
"708",2018-07-24,"11mm Nagler T1 Smoothie Eyepiece (REDUCED)",139
"709",2018-07-23,"Pair of TeleVue 25mm Plossl Eyepieces",144
"710",2018-07-23,"Tele Vue Nagler 13mm Smoothie",104
"711",2018-07-23,"(6) or (5) RKE Eyepiece Set with Extras Updated",305
"712",2018-07-23,"Meade 40mm Super Plossl",156
"713",2018-07-23,"Tele Vue 3.5 mm Nagler Type 6",54
"714",2018-07-23,"Pentax 1.25"" 70503 XL-10.5 SMC 10.5mm Eyepiece",125
"715",2018-07-23,"ES Explore Scientific 4.7mm 82° eyepiece",148
"716",2018-07-23,"Vintage Parks 12.5mm Plossl - NS - JAPAN",117
"717",2018-07-23,"26mm Agena SWA 70 Degrees",119
"718",2018-07-23,"Tele Vue Plossls",304
"719",2018-07-23,"Denkmeier 14mm eyepiece w/vault",99
"720",2018-07-23,"Clave, Meade Research Grade",313
"721",2018-07-23,"11t1 Nagler Televue",114
"722",2018-07-22,"Explore Scientific 30 mm 82 Degree Eyepiece W/ Box and Caps",163
"723",2018-07-22,"Tele Vue 22 mm Nagler T4 Excellent Condition",117
"724",2018-07-22,"16.8mm eyepieces",124
"725",2018-07-22,"Excellent Televue 32mm Plossl Eyepiece",135
"726",2018-07-22,"New in Box Celestron X-Cel LX 9mm Eyepiece",112
"727",2018-07-22,"32mm, 26mm Agena SWA 70 Degrees",194
"728",2018-07-22,"Celestron X-Cel LX 5mm Eyepiece",97
"729",2018-07-22,"Celestron eyepiece kit - 1.25""",94
"730",2018-07-22,"Televue 8mm Plossl Eyepiece-LNIB, Japan",102
"731",2018-07-22,"Edmund 15mm RKE",106
"732",2018-07-22,"Zeiss Jena ortho 16mm",105
"733",2018-07-22,"Meade Series 2 Orthoscopic Eyepieces",58
"734",2018-07-21,"Meade, Celestron, Astro-tech, Stellarvue, eyepieces and unkown brand diagonal",531
"735",2018-07-21,"11mm Televue Delite *Like New*",162
"736",2018-07-21,"GSO Superview 20mm Eyepiece",116
"737",2018-07-21,"Moonfish 30mm 80* Eyepiece",166
"738",2018-07-21,"Meade 8-24mm Zoom Eyepiece",201
"739",2018-07-21,"13mm Ethos",176
"740",2018-07-21,"Tele Vue Nagler 5mm Type 6",103
"741",2018-07-21,"War Surplus Eyepiece 2"" Barrel",208
"742",2018-07-21,"1’st edition 56mm Meade 4000 Super Plossl Japan",73
"743",2018-07-21,"Orion 28mm Deep View 2"" wide field EP",108
"744",2018-07-21,"Antares 40mm Erfle",108
"745",2018-07-21,"Criterion & UO Orthos, TV 32mm Plossl",246
"746",2018-07-21,"Celestron 26mm Plossl",75
"747",2018-07-21,"Brandon 48mm 2"" Eyepiece",159
"748",2018-07-21,"WANTED 28MM EDMUND SCI RKE WITH CAPS IN EXC COND",66
"749",2018-07-20,"Televue 3-6 Zoom...FOUND!!",67
"750",2018-07-20,"Televue Paracorr II",69
"751",2018-07-20,"Orion Expanse 20mm 1.25"". Like new.",71
"752",2018-07-20,"Denkmeier 32mm Neutral Plossls- Matched Pair",141
"753",2018-07-20,"Celestron 26mm Plossl Eyepiece ""Halloween""",79
"754",2018-07-20,"TMB 3.2 Optical Planetary Eyepiece",128
"755",2018-07-20,"Vixen LVW 5mm",110
"756",2018-07-20,"Vixen LVW 17mm",166
"757",2018-07-20,"Antares W-Series 70 Eyepieces.",185
"758",2018-07-20,"Celestron ""Halloween"" 26mm Plossl",109
"759",2018-07-20,"Meade Research Grade 1.25"" 15.5mm Wide Angle",120
"760",2018-07-20,"Televue Nagler 17mm",60
"761",2018-07-20,"Televue Nagler 12mm",69
"762",2018-07-20,"Tele Vue DeLite Eyepieces + 2.5x PowerMate + Everbrite Diagonal",336
"763",2018-07-19,"Sky-Watcher Super Plössl eyepiece set (10mm, 25mm)",137
"764",2018-07-19,"Orion Expanse 6mm eyepiece",110
"765",2018-07-19,"Focusing Illuminated Reticle 35mm FL",212
"766",2018-07-19,"eyepieces, filters garage sale",521
"767",2018-07-19,"Celestron X-Cel LX 9mm FREE shipping",113
"768",2018-07-19,"ASTRO-TECH 15mm 1.25"" Paradigm Dual ED",126
"769",2018-07-19,"10mm Delos - like new condition",177
"770",2018-07-19,"Explore Scientific 82' 14mm and 8.8mm",287
"771",2018-07-19,"TeleVue 25mm Plossl Eyepiece",214
